Payload	Attacker
Wot is u up 2 then bitch?	0
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a	0
When are you guys leaving?	0
Ü takin linear algebra today?	0
This weekend is fine (an excuse not to do too much decorating)	0
Money i have won wining number 946 wot do i do next	0
Sure, whenever you show the fuck up &gt;:(	0
Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....	0
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?	0
Hi good mornin.. Thanku wish u d same..	0
DO U WANT 2 MEET UP 2MORRO	0
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.	0
I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )	0
Hiya, probably coming home * weekend after next	0
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.	0
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070	0
I have no money 4 steve mate! !	0
Normally i use to drink more water daily:)	0
Dare i ask... Any luck with sorting out the car?	0
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?	0
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp08712317606 Msg150p 2rcv	0
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...	0
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL	0
Haha, my friend tyler literally just asked if you could get him a dubsack	0
"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x"""	0
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  	0
Try to do something dear. You read something for exams	0
I am in hospital da. . I will return home in evening	0
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)	0
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe	0
How much u trying to get?	0
Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)	0
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?	0
At WHAT TIME should i come tomorrow	0
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd	0
"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"""	0
:( but your not here....	0
Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records	0
Urgent! call09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+	0
Not course. Only maths one day one chapter with in one month we can finish.	0
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)	0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on09065171142-stopsms-08718727870150ppm	0
Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876	0
Have you not finished work yet or something?	0
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow	0
It's ok i wun b angry. Msg u aft i come home tonight.	0
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon	0
Full heat pa:-) i have applyed oil pa.	0
I'm stuck in da middle of da row on da right hand side of da lt... 	0
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop	0
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"""	0
I need an 8th but I'm off campus atm, could I pick up in an hour or two?	0
Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 	0
Y de asking like this.	0
Just glad to be talking to you.	0
How much you got for cleaning	0
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30	0
Good. do you think you could send me some pix? I would love to see your top and bottom...	0
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.	0
Received, understood n acted upon!	0
They finally came to fix the ceiling.	0
I'm on the bus. Love you	0
Lol ... I knew that .... I saw him in the dollar store	0
Only saturday and sunday holiday so its very difficult:)	0
Everybody had fun this evening. Miss you.	0
Oh wow thats gay. Will firmware update help	0
These won't do. Have to move on to morphine	0
Oh ho. Is this the first time u use these type of words	0
Captain vijaykanth is doing comedy in captain tv..he is drunken :)	0
Havent.	0
You are being ripped off! Get your mobile content from www.clubmoby.com call08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3	0
Are you planning to come chennai?	0
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call08000930705	0
Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.	0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """	0
Lol yes. But it will add some spice to your day.	0
Hope you are having a great day.	0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call08718738002 Identifier Code: 48922 Expires 21/11/04	0
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age	0
Ok no prob...	0
Ladies first and genus second k .	0
Ok set let u noe e details later...	0
Not..tel software name..	0
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"	0
I didnt get ur full msg..sometext is missing, send it again	0
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?	0
I'm leaving my house now.	0
Wewa is 130. Iriver 255. All 128 mb.	0
It is a good thing I'm now getting the connection to bw	0
Are you staying in town ?	0
Haha yeah, 2 oz is kind of a shitload	0
Alright we'll bring it to you, see you in like  &lt;#&gt;  mins	0
But pls dont play in others life.	0
Didn't try, g and I decided not to head out	0
Ok no prob	0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas	0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.	0
Okey dokey, i‘ll be over in a bit just sorting some stuff out.	0
Don no da:)whats you plan?	0
I liked the new mobile	0
Anytime...	0
Hey anyway i have to :-)	0
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.	0
Haha awesome, I might need to take you up on that, what you doin tonight?	0
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)	0
Big brother‘s really scraped the barrel with this shower of social misfits	0
Oops i thk i dun haf enuff... I go check then tell ü..	0
K will do, addie &amp; I are doing some art so I'll be here when you get home	0
My uncles in Atlanta. Wish you guys a great semester.	0
Yup. Anything lor, if u dun wan it's ok...	0
I'm home, my love ... If your still awake ... *loving kiss*	0
There'll be a minor shindig at my place later tonight, you interested?	0
Jason says it's cool if we pick some up from his place in like an hour	0
I've reached already.	0
I dont know ask to my brother. Nothing problem some thing that. Just i told .	0
Good Morning my Dear Shijutta........... Have a great &amp; successful day.	0
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase	0
Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?	0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?	0
Many more happy returns of the day. I wish you happy birthday.	0
Ya very nice. . .be ready on thursday	0
Camera - You are awarded a SiPix Digital Camera! call09061221066 fromm landline. Delivery within 28 days.	0
Orh i tot u say she now still dun believe.	0
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx	0
If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to	0
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..	0
Ok lor... Or u wan me go look 4 u?	0
hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around	0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm	0
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)	0
Me too! Have a lovely night xxx	0
if you text on your way to cup stop that should work. And that should be BUS	0
Whens your radio show?	0
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..	0
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx	0
Ok then u tell me wat time u coming later lor.	0
U repeat e instructions again. Wat's e road name of ur house?	0
Sorry completely forgot * will pop em round this week if your still here?	0
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM	0
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 	0
Call me, i am senthil from hsbc.	0
Urgent -call09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+	0
Holy living christ what is taking you so long	0
We're on the opposite side from where we dropped you off	0
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.	0
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.	0
Sorry that was my uncle. I.ll keep in touch	0
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com	0
Just come home. I don't want u to be miserable	0
The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?	0
Reverse is cheating. That is not mathematics.	0
Sorry for the delay. Yes masters	0
Call me when u finish then i come n pick u.	0
Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself	0
